Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,Uncanny X-Men,370,$1.99,Marvel,"127,164"
2,-,X-Men,90,$1.99,Marvel,"124,648"
3,-,Spawn,86,$1.95,Image,"93,402"
4,-,Star Wars Episode I The Phantom Menace,1,$2.95,Dark Horse,"88,437"
5,-,JLA,31,$1.99,DC,"86,457"
6,-,Avengers,18,$1.99,Marvel,"85,864"
7,-,Wolverine,140,$1.99,Marvel,"85,781"
8,-,Earth X,4,$2.99,Marvel,"83,967"
9,-,Star Wars Episode I The Phantom Menace,2,$2.95,Dark Horse,"83,639"
10,-,Star Wars Episode I The Phantom Menace,3,$2.95,Dark Horse,"82,345"
11,-,Star Wars Episode I The Phantom Menace,4,$2.95,Dark Horse,"81,966"
12,-,Daredevil,9,$2.50,Marvel,"81,155"
13,-,Spawn The Dark Ages,3,$2.50,Image,"72,442"
14,-,Spawn Annual,1,$4.95,Image,"72,333"
15,-,Amazing Spider-Man,7,$1.99,Marvel,"71,580"
16,-,Magneto Rex,3,$2.50,Marvel,"70,160"
17,-,Star Wars Phantom Menace Anakin Skywalker,,$2.95,Dark Horse,"69,360"
18,-,Star Wars Phantom Menace Obi Wan Kenobi,,$2.95,Dark Horse,"69,266"
19,-,Fantastic Four,19,$1.99,Marvel,"68,721"
20,-,Spider-Woman,1,$2.99,Marvel,"66,854"
21,-,Thor,13,$1.99,Marvel,"66,272"
22,-,Peter Parker Spider-Man,7,$1.99,Marvel,"66,116"
23,-,Captain America,19,$1.99,Marvel,"65,950"
24,-,Wolverine Punisher Revelation,2,$2.99,Marvel,"62,950"
25,-,Avengers Forever,8,$2.99,Marvel,"62,800"
26,-,Avengers 1999,,$3.50,Marvel,"61,505"
27,-,Wildcats Vol. 2,3,$2.50,DC,"60,247"
28,-,Iron Man,18,$1.99,Marvel,"60,159"
29,-,Mutant X,10,$1.99,Marvel,"57,466"
30,-,Witchblade,32,$2.50,Image,"54,025"
31,-,Gambit,6,$1.99,Marvel,"54,004"
32,-,Incredible Hulk Vs Superman,,$5.99,Marvel,"53,219"
33,-,Hulk,4,$1.99,Marvel,"53,173"
34,-,Aria,5,$2.50,Image,"53,074"
35,-,Crimson,11,$2.50,DC,"52,258"
36,-,Darkness,24,$2.50,Image,"52,091"
37,-,Batman,567,$1.99,DC,"51,982"
38,-,Black Widow,2,$2.99,Marvel,"51,831"
39,-,Spider-Man Chapter 1,9,$2.50,Marvel,"50,875"
40,-,Detective Comics,734,$1.99,DC,"49,913"
41,-,Generation X,53,$1.99,Marvel,"49,648"
42,-,X-Force,92,$1.99,Marvel,"48,848"
43,-,Inhumans,9,$2.99,Marvel,"47,439"
44,-,Green Lantern,114,$1.99,DC,"47,345"
45,-,Titans,5,$2.50,DC,"46,644"
46,-,Thunderbolts,28,$1.99,Marvel,"45,516"
47,-,Cable,69,$1.99,Marvel,"44,970"
48,-,Spider-Girl,10,$1.99,Marvel,"44,388"
49,-,X-Man,53,$1.99,Marvel,"44,185"
50,-,Batman Shadow of the Bat,87,$1.99,DC,"44,154"
51,-,Nightwing,33,$1.99,DC,"43,904"
52,-,Batman Legends of the Dark Knight,119,$1.99,DC,"43,670"
53,-,Tom Strong,2,$2.95,DC,"43,057"
54,-,Buffy The Vampire Slayer Angel,1,$2.95,Dark Horse,"42,948"
55,-,Buffy The Vampire Slayer,9,$2.95,Dark Horse,"42,870"
56,-,Flash,150,$2.95,DC,"41,851"
57,-,Preacher,51,$2.50,DC,"41,383"
58,-,Superman,146,$1.99,DC,"41,045"
59,-,Kiss Psycho Circus,20,$2.25,Image,"41,024"
60,-,Action Comics,755,$1.99,DC,"40,816"
61,-,Batman & Superman Worlds Finest,4,$1.99,DC,"40,177"
62,-,Adventures of Superman,569,$1.99,DC,"40,161"
63,-,Superman The Man of Steel,90,$1.99,DC,"40,099"
64,-,League of Extraordinary Gentlemen,4,$2.95,DC,"38,935"
65,-,Young Justice,10,$2.50,DC,"37,084"
66,-,Black Panther,9,$2.50,Marvel,"36,980"
67,-,Darkchylde The Legacy,4,$2.50,DC,"36,247"
68,-,Star Wars Vaders Quest,4,$2.95,Dark Horse,"36,096"
69,-,Deadpool,30,$1.99,Marvel,"35,805"
70,-,Star Wars,6,$2.50,Dark Horse,"35,239"
71,-,Gen 13,41,$2.50,DC,"34,844"
72,-,Hellhole,1,$2.50,Image,"34,480"
73,-,Pokemon Vol. 2 Pikachu Shocks Back,3,$3.25,Viz,"34,407"
74,-,Tellos,1,$2.50,Image,"34,256"
75,-,Robin,66,$1.99,DC,"33,913"
76,-,Planetary,4,$2.50,DC,"33,201"
77,-,Captain America Sentinel of Liberty,11,$1.99,Marvel,"33,050"
78,-,Darkminds,1/2,$2.50,Image,"32,889"
79,-,Authority,3,$2.50,DC,"32,879"
80,-,Batman Chronicles,17,$2.95,DC,"32,744"
81,-,Young Justice In No Mans Land,1,$3.95,DC,"32,260"
82,-,Ascension,16,$2.50,Image,"31,917"
83,-,Catwoman,70,$1.99,DC,"30,805"
